word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
sprog,sprɔ^,n. a new military recruit\nn. a child,"[口]新飞行员, 新兵, 新手",,,,,49050,0,s:sprogs,,
spume,spju:m,n. foam or froth on the sea,n. 泡沫\nv. (使)起泡沫,,,,,34669,35204,i:spuming/p:spumed/s:spumes/3:spumes/d:spumed,,
spunk,spʌŋk,n material for starting a fire\nn the courage to carry on,"n. 精神, 勇气, 怒意, 引火柴",,,,gre,39214,27451,i:spunking,,
spurn,spә:n,v reject with contempt,"n. 踢开, 拒斥\nvt. 踢开, 冷落, 践踏, 唾弃\nvi. 藐视, 摒弃",,1,,gre,14098,15240,p:spurned/d:spurned/3:spurns/i:spurning,,
spurt,spә:t,v. gush forth in a sudden stream or jet,"n. 喷射, 冲刺\nvt. 喷射\nvi. 喷出, 迸发, 冲刺",,1,,toefl,19042,14565,p:spurted/s:spurts/i:spurting/3:spurts/d:spurted,,
squab,skwɒb,n. flesh of a pigeon suitable for roasting or braising; flesh of a dove (young squab) may be broiled\nn. a soft padded sofa\nn. an unfledged pigeon,"a. 尚未生毛的, 矮胖的, 刚孵出的\nn. 雏鸟, 矮胖子\nadv. 沉重地",,,,,0,36394,,,
squad,skwɒd,n. a smallest army unit,"n. 班, 小队, 小集团\nvt. 编成班",,3,,toefl,2797,4606,s:squads,,
squat,skwɒt,"n. the act of assuming or maintaining a crouching position with the knees bent and the buttocks near the heels\nv. sit on one's heels\nv. be close to the earth, or be disproportionately wide\nv. occupy (a dwelling) illegally","n. 蹲, 窝\na. 蹲着的, 矮胖的\nvi. 蹲下, 蹲坐, 蹲伏\nvt. 使蹲下, 擅自占有",,1,,cet6 toefl gre,8932,7870,p:squatted/i:squatting/3:squats/s:squats/d:squatted,,
squaw,'skwɒ:,n. an American Indian woman,"n. 女人, 妻子",,,,,0,26221,s:squaws,,
squib,skwib,n. firework consisting of a tube filled with powder (as a broken firecracker) that burns with a fizzing noise,"n. 爆竹, 嘲讽, 讽刺文章\nv. 放爆竹, 砰然爆开, 嘲弄",,,,,33350,35719,s:squibs,,
squid,skwid,n. (Italian cuisine) squid prepared as food\nn. widely distributed fast-moving ten-armed cephalopod mollusk having a long tapered body with triangular tail fins,"n. 枪乌贼, 鱿鱼, 反潜水雷发射装置\n[电] 超导量子干涉元件",,1,,gk,16736,11582,s:squids,,
sssis,,plural of sssi,(sssi 的复数) abbr. sites of special scientific importance 特别重要的科学场所,,,,,31301,0,0:sssi/1:s,,
stack,stæk,n. an orderly pile\nv. load or cover with stacks\nv. arrange in stacks\nv. arrange the order of so as to increase one's winning chances,"n. 堆叠, 堆, 大量, 书库, 枪架, 烟囱, 堆积, 存贮栈\nvt. 堆积, 堆满, 暗中对...做手脚\nvi. 堆起\n[计] 堆积, 堆栈",,2,,cet4 cet6 ky toefl ielts,6113,4466,s:stacks/d:stacked/i:stacking/p:stacked/3:stacks,,
staff,stɑ:f,n. personnel who assist their superior in carrying out an assigned task\nn. a strong rod or stick with a specialized utilitarian purpose\nn. the body of teachers and administrators at a school\nn. building material consisting of plaster and hair; used to cover external surfaces of temporary structure (as at an exposition) or for decoration,"n. 全体人员, 工作班子, 棍棒, 杆, 拐杖, 支柱, 权杖\na. 职员的, 雇员的, 参谋的\nvt. 为...配备人员",,5,1,gk cet4 cet6 ky toefl ielts,423,784,d:staffed/s:staffs/i:staffing/p:staffed/3:staffs,,
stage,steidʒ,n. a large platform on which people can stand and can be seen by an audience\nn. the theater as a profession (usually `the stage')\nn. a section or portion of a journey or course\nn. any scene regarded as a setting for exhibiting or doing something,"n. 阶段, 舞台, 场所, 戏剧, 站, 驿站, 级, 层, 脚手架\nvt. 上演, 表演, 筹划\nvi. 适于上演, 乘驿车旅行",,5,1,gk cet4 cet6 ky ielts,482,829,s:stages/d:staged/p:staged/i:staging/3:stages,,
Stagg,,,n. (Stagg)人名；(德、捷)施塔格；(英、瑞典)斯塔格,,,,,47337,0,,,
stagy,'steidʒi,s. having characteristics of the stage especially an artificial and mannered quality,"a. 戏剧的, 戏一般的, 夸大的, 做作的",,,,gre,0,39844,,,
Stahl,,,n. （德）斯特尔（姓氏）；德国施塔尔公司,,,,,48986,0,,,
staid,steid,s characterized by dignity and propriety,"a. 认真的, 沉着的, 固定的",,,,gre,19440,18779,r:staider,,
stain,stein,n. a soiled or discolored appearance\nn. (microscopy) a dye or other coloring material that is used in microscopy to make structures visible\nv. color with a liquid dye or tint\nv. produce or leave stains,"n. 污染, 污点, 着色剂\nvt. 沾染, 染污, 着色\nvi. 变脏",,2,,gk cet4 cet6 ky toefl ielts gre,5778,6708,d:stained/i:staining/s:stains/p:stained/3:stains,,
stair,stєә,n support consisting of a place to rest the foot while ascending or descending a stairway,"n. 梯级, 楼梯, 阶梯",,2,1,gk cet4 cet6 ky,0,2863,,,
stake,steik,n. instrument of execution consisting of a vertical post that a victim is tied to for burning\nn. the money risked on a gamble\nn. a strong wooden or metal post with a point at one end so it can be driven into the ground\nv. mark with a stake,"n. 桩, 炮烙刑, 木柱, 赌注, 奖金\nvt. 打桩, 用桩撑, 下赌注, 资助\nvi. 打赌",,4,,cet4 cet6 ky toefl ielts gre,2769,2591,s:stakes/i:staking/d:staked/p:staked/3:stakes,,
stale,steil,"v. urinate, of cattle and horses\na. lacking freshness, palatability, or showing deterioration from age","n. 尿\na. 不新鲜的, 陈腐的, 疲惫的, 陈旧的\nvt. 使变旧, 走味\nvi. 变陈旧, 走味, 失时效, 撒尿",,1,,cet4 cet6 ky toefl ielts gre,9963,9924,r:staler/p:staled/s:stales/i:staling/t:stalest/3:stales/d:staled,,
stalk,stɒ:k,n. a slender or elongated structure that supports a plant or fungus or a plant part or plant organ\nn. a hunt for game carried on by following it stealthily or waiting in ambush\nn. the act of following prey stealthily\nn. a stiff or threatening gait,"n. 茎, 追踪, 高视阔步\nvi. 悄悄靠近, 蹑手蹑脚地走近, 蔓延, 高视阔步\nvt. 追踪, 搜索",,2,,cet6 ky toefl gre,10135,6634,s:stalks/p:stalked/i:stalking/3:stalks/d:stalked,,
stall,stɒ:l,n. a compartment in a stable where a single animal is confined and fed\nn. a booth where articles are displayed for sale\nn. a malfunction in the flight of an aircraft in which there is a sudden loss of lift that results in a downward plunge\nn. seating in the forward part of the main level of a theater,"n. 厩, 停车处, 牧师职位, 货摊, 托辞, 拖延\nvt. 关入厩, 停顿, 推托, 支吾, 使陷于泥中\nvi. 被关在厩内, 陷于泥中, 停止, 支吾",,2,,cet6 ky toefl ielts gre,4533,6674,s:stalls/d:stalled/i:stalling/p:stalled/3:stalls,,
stamp,stæmp,n. a type or class\nn. a symbol that is the result of printing or engraving\nn. machine consisting of a heavy bar that moves vertically for pounding or crushing ores\nn. a block or die used to imprint a mark or design,"n. 印, 邮票, 打印器, 戳子, 图章, 印花税票, 标志, 特征, 类型, 跺脚\nvt. 盖章于, 顿足, 贴上邮票, 铭刻, 捣碎, 扑灭\nvi. 捣碎, 跺脚",,3,1,zk gk toefl gre,3923,5139,s:stamps/p:stamped/d:stamped/i:stamping/3:stamps,,
stand,stænd,n. the position where a thing or person stands\nn. a growth of similar plants (usually trees) in a particular area\nn. a small table for holding articles of various kinds\nn. an interruption of normal activity,"n. 站立, 站住, 停顿, 讲台, 看台, 立场, 法院证人席\nvi. 站, 立, 坐落, 停滞, 位于, 坚持, 维持原状\nvt. 忍受, 使站立, 抵挡",,5,1,zk gk toefl ielts,273,281,p:stood/i:standing/3:stands/d:stood/s:stands,,
staph,stæf,n spherical Gram-positive parasitic bacteria that tend to form irregular colonies; some cause boils or septicemia or infections,n. <口> = staphylococcus,,,,,0,26531,,,
stare,stєә,n. a fixed look with eyes open wide\nv. fixate one's eyes,"vi. 注视, 凝视, 瞪视, 显眼\nvt. 盯\nn. 凝视",,3,1,gk cet4 cet6 ky toefl,1192,1131,p:stared/i:staring/3:stares/d:stared/s:stares,,
stark,stɑ:k,s. complete or extreme\nr. completely,"a. 僵硬的, 完全的, 刻板的, 明显的, 荒凉的, 结实的\nadv. 突出地, 简直, 全然",,2,,toefl gre,7541,6659,,,
starr,,n. rock star and drummer for the Beatles (born in 1940),n. 斯塔尔（姓氏）,,,,,25173,0,s:starrs,,
start,stɑ:t,n. the beginning of anything\nn. a turn to be a starter (in a game at the beginning)\nn. a line indicating the location of the start of a race or a game\nn. the advantage gained by beginning early (as in a race),"n. 惊起, 出发, 开端, 起点, 吃惊, 有利条件\nvi. 开始, 出发, 启动, 跳起, 吃惊, 出现, 松动, 脱落, 起价, 参赛\nvt. 使惊起, 开动, 发动, 启动, 开始, 创办, 提议, 使松动, 使脱落, 起用\n[计] 起始",,5,1,zk gk,205,173,p:started/d:started/3:starts/i:starting/s:starts,,
stash,stæʃ,n a secret store of valuables or money\nv save up as for future use,"vt. 藏起来\nn. 隐藏处, 隐藏物",,1,,toefl gre,21210,10715,d:stashed/p:stashed/i:stashing/3:stashes/s:stashes,,
Stasi,'stæsi:,,n. 斯塔西（前民主德国国家安全局）,,,,,28663,0,,,
state,steit,n. the territory occupied by one of the constituent administrative districts of a nation\nn. the way something is with respect to its main attributes\nn. the group of people comprising the government of a sovereign state\nn. a politically organized body of people under a single government,"n. 州, 状态, 情形, 国家, 政府, 领土, 国务, 社会地位\na. 国家的, 正式的, 礼仪用的, 州的\nvt. 说明, 陈述, 规定\n[计] 状态",,5,1,zk gk cet4 cet6 ky,194,137,s:states/p:stated/d:stated/3:states/i:stating,,
stave,steiv,n. one of several thin slats of wood forming the sides of a barrel or bucket\nv. furnish with staves\nv. burst or force (a hole) into something,"n. 狭板, 梯级, 棍棒, 诗句\nvt. 击穿, 弄破, 敲打, 赶走\nvi. 穿孔, 破碎",,1,,,18430,13673,d:staved/i:staving/p:staved/s:staves/3:staves,,
stead,sted,n. the post or function properly or customarily occupied or served by another,"n. 代替, 接替, 有利, 用处, 好处\nvt. 对...有利",,1,,,13707,20027,i:steading/s:steads,,
steak,steik,n. a slice of meat cut from the fleshy part of an animal or large fish,"n. 牛排, 鱼排, 肉排",,2,,gk cet6 ky toefl ielts,7171,4634,s:steaks,,
steal,sti:l,n. a stolen base; an instance in which a base runner advances safely during the delivery of a pitch (without the help of a hit or walk or passed ball or wild pitch)\nv. take without the owner's consent\nv. move stealthily\nv. steal a base,vt. 剽窃；偷偷地做；偷窃；vi. 窃取；偷偷地行动；[棒球]偷垒；n. [口]偷窃；便宜货；偷垒；[篮球]断球,,3,1,zk gk cet4 cet6 ky toefl,1891,1784,d:stolen/p:stole/i:stealing/3:steals,,
steam,sti:m,n. water at boiling temperature diffused in the atmosphere\nv. emit steam\nv. rise as vapor\nv. get very angry,"n. 蒸汽, 精力\na. 蒸汽的\nvi. 蒸发, 行驶, 发怒\nvt. 蒸, 煮, 散发",,3,1,gk cet4 cet6 ky toefl ielts,2756,4139,i:steaming/p:steamed/d:steamed/s:steams/3:steams,,
steed,sti:d,n. (literary) a spirited horse for state or war,n. 战马,,,,,26372,0,s:steeds,,
steel,sti:l,"n. an alloy of iron with small amounts of carbon; widely used in construction; mechanical properties can be varied over a wide range\nn. knife sharpener consisting of a ridged steel rod\nv. get ready for something difficult or unpleasant\nv. cover, plate, or edge with steel","n. 钢, 钢制品, 钢铁, 坚硬, 坚固\na. 钢的, 钢制的, 钢铁业的, 坚强的\nvt. 使坚强, 钢化, 使冷酷",,3,1,zk gk cet4 cet6 ky ielts,2282,2152,p:steeled/s:steels/i:steeling/d:steeled/3:steels,,
steen,sti:n. stein,n. Dutch genre painter (1626-1679),a. [俚]许许多多的（等于umpteen）,,,,,17830,0,s:steens,,
steep,sti:p,n. a steep place (as on a hill)\nv. devote (oneself) fully to\nv. let sit in a liquid to extract a flavor or to cleanse\na. having a sharp inclination,"n. 浸渍, 悬崖\na. 险峻的, 陡峭的, 急剧升降的, 夸大的\nv. 浸, 泡",,2,1,gk cet4 cet6 ky toefl ielts gre,3793,3973,r:steeper/d:steeped/t:steepest/i:steeping/p:steeped/3:steeps,,
steer,stiә,v. direct the course; determine the direction of travelling\nv. direct (oneself) somewhere,"vt. 引导, 驾驶, 航行, 控制\nvi. 驾驶, 掌舵, 行驶\nn. 驾驶指示, 劝告",,2,1,cet4 cet6 ky toefl ielts gre,4927,4623,p:steered/i:steering/d:steered/3:steers/s:steers,,
stein,stain,n. experimental expatriate United States writer (1874-1946),n. 啤酒杯,,,,,12961,20269,s:steins,,
stela,'sti:lә,n an ancient upright stone slab bearing markings,"n. 石碑, 石柱",,,,,0,36778,,,
stele,'sti:li,n. the usually cylindrical central vascular portion of the axis of a vascular plant\nn. an ancient upright stone slab bearing markings,"n. 石柱, 石碑, 基碑\n[医] 中柱",,,,,0,35048,s:steles,,
steno,'stenәu,,"n. 速记员, 速记, 速记法",,,,,0,40467,,,
stent,,n. a slender tube inserted inside a tubular body part (as a blood vessel) to provide support during and after surgical anastomosis,[医] 斯滕特氏印模膏; 斯滕特氏印模; 移植片固定模,,,,,31811,20962,s:stents/p:stented/d:stented/i:stenting/3:stents,,
steps,,n. the course along which a person has walked or is walking in,n. （楼外的）台阶；步伐；步幅；步数,,,,ielts,0,0,0:step/1:s3,,
stern,stә:n,n. the rear part of a ship\nn. United States concert violinist (born in Russia in 1920)\ns. severe and unremitting in making demands,"n. 尾部, 船尾, 臀\na. 严厉的, 严格的, 坚定的, 坚决的",,2,,cet4 cet6 ky toefl ielts gre,9588,10140,s:sterns,,
steve,,"v. t. To pack or stow, as cargo in a ship's hold. See Steeve.",n. 史蒂夫（男子名）,,,,,2069,0,,,
Steyn,,,n. (Steyn)人名；(英、南非)斯泰恩,,,,,49947,0,,,
Stich,stik,"n. A verse, of whatever measure or number of feet.\nn. A line in the Scriptures; specifically (Hebrew Scriptures),\n   one of the rhythmic lines in the poetical books and passages of the Old\n   Treatment, as written in the oldest Hebrew manuscripts and in the\n   Revised Version of the English Bible.\nn. A row, line, or rank of trees.","[诗]诗行, 一首诗",,,,,29390,0,d:stiched/s:stiches,,
stick,stik,n. an implement consisting of a length of wood\nn. a small thin branch of a tree\nn. a lever used by a pilot to control the ailerons and elevators of an airplane\nn. a rectangular quarter pound block of butter or margarine,"n. 棍, 棒, 刺, 枯枝, 茎, 条状物\nvt. 插进, 刺入, 钉住, 伸出, 粘贴, 停止\nvi. 粘住, 停留, 坚持, 陷住, 伸出",,3,1,zk gk cet4 cet6 ky toefl ielts,1545,1209,p:stuck/i:sticking/d:stuck/s:sticks/3:sticks,,
stiff,stif,n. an ordinary man\ns. not moving or operating freely\ns. powerful\nr. extremely,"a. 坚硬的, 严厉的, 呆板的, 生硬的, 刚强的, 强烈的, 粘的, 稠的, 艰难的\nn. 死尸, 醉鬼, 钞票\nvt. 不肯付...小费",,2,1,cet4 cet6 ky toefl ielts gre,4115,4084,r:stiffer/s:stiffs/t:stiffest,,
stile,'stail,n. an upright that is a member in a door or window frame,n. 墙两边的阶梯,,,,,12796,27139,s:stiles/d:stiled,,
still,stil,n. a static photograph (especially one taken from a movie and used for advertising purposes)\nn. an apparatus used for the distillation of liquids; consists of a vessel in which a substance is vaporized by heat and a condenser where the vapor is condensed\nv. lessen the intensity of or calm\nv. make motionless,"n. 蒸馏室, 寂静, 剧照\nv. 蒸馏, (使)平静, (使)静止\na. 静止的, 不动的, 静寂的, 不起泡的, 静物摄影的\nadv. 仍然, 更, 静止地\nconj. 然而, 但是",,5,1,zk gk toefl,112,126,s:stills/i:stilling/p:stilled/3:stills/d:stilled,,
stilt,stilt,n. one of two stout poles with foot rests in the middle; used for walking high above the ground\nn. long-legged three-toed wading bird of brackish marshes of Australia\nn. long-legged three-toed black-and-white wading bird of inland ponds and marshes or brackish lagoons,"n. 高跷, 支柱, 脚柱",,,,toefl,20868,17133,s:stilts/p:stilted/d:stilted,,
sting,stiŋ,"n. a kind of pain; something as sudden and painful as being stung\nn. a painful wound caused by the thrust of an insect's stinger into skin\nv. deliver a sting to\nv. cause an emotional pain, as if by stinging","n. 叮, 刺痛, 刺激, 讽刺\nvt. 叮, 刺痛, 刺激, 使苦恼\nvi. 叮, 刺痛",,2,1,cet4 cet6 ky toefl ielts gre,8803,8139,d:stung/p:stung/s:stings/3:stings/i:stinging,,
stink,stiŋk,v. be extremely bad in quality or in one's performance,"n. 臭味, 臭气\nvi. 发臭味, 名声臭\nvt. 用臭味赶",,1,,,10268,8551,3:stinks/p:stank/i:stinking/s:stinks/d:,,
stint,stint,n. an individual's prescribed share of work\nv. supply sparingly and with restricted quantities,"vt. 节省, 限制, 停止\nvi. 节约\nn. 吝惜, 节约, 限额",,1,,gre,13898,8331,s:stints/d:stinted/i:stinting/3:stints/p:stinted,,
stoat,stәut,n. the ermine in its brown summer coat with black-tipped tail,n. 白鼬,,,,,25387,41725,s:stoats/d:stoated,,
stock,stɒk,n. the capital raised by a corporation through the issue of shares entitling holders to an ownership interest (equity)\nn. the merchandise that a shop has on hand\nn. the handle of a handgun or the butt end of a rifle or shotgun or part of the support of a machine gun or artillery gun\nn. the reputation and popularity a person has,"n. 树干, 祖先, 血统, 原料, 备料, 库存, 牲畜, 股票, 股份, 保留剧目\na. 存货的, 常备的, 平凡的, 普通的, 股票的, 保留剧目的, 繁殖用的\nvt. 装把手于, 进货, 备有, 放牧\nvi. 出新芽, 备货, 囤积",,5,1,cet4 cet6 ky toefl ielts gre,1082,740,s:stocks/d:stocked/i:stocking/p:stocked/3:stocks,,
Stoic,'stәuik,n. a member of the ancient Greek school of philosophy founded by Zeno\nn. someone who is seemingly indifferent to emotions\ns. seeming unaffected by pleasure or pain; impassive,"a. 斯多葛派的, 禁欲主义的, 不以苦乐为意的, 坚忍的, 淡泊的\nn. 斯多葛派学者, 画廊派的人, 禁欲主义者, 不介意苦乐的人, 高度自制的人",,,,gre,33160,16316,s:stoics,,
stoke,stәuk,v. stir up or tend; of a fire,"v. 司炉, (使)大吃",,1,,gre,8197,13140,d:stoked/i:stoking/p:stoked/3:stokes/s:stokes,,
stole,stәul,n. a wide scarf worn about their shoulders by women,"n. 女用披肩, 圣衣\nsteal的过去式",,,,,39538,30356,0:steal/1:pd/s:stoles,,
stoma,'stәumә,n. a minute epidermal pore in a leaf or stem through which gases and water vapor can pass\nn. a mouth or mouthlike opening (especially one created by surgery on the surface of the body to create an opening to an internal organ),"n. 口, 气孔\n[医] 口, 小孔; 气孔(植物)",,,,,0,43468,s:stomas,,
stomp,stɒmp,n. a dance involving a rhythmical stamping step\nv. walk heavily,"n. 跺脚\nvt. 跺, 践踏\nvi. 跺脚, 践踏",,1,,,20607,8646,i:stomping/p:stomped/d:stomped/3:stomps/s:stomps,,
stone,stәun,n. building material consisting of a piece of rock hewn in a definite shape for a special purpose\nn. an avoirdupois unit used to measure the weight of a human body; equal to 14 pounds\nn. the hard inner (usually woody) layer of the pericarp of some fruits (as peaches or plums or cherries or olives) that contains the seed\nn. United States jurist who was named chief justice of the United States Supreme Court in 1941 by Franklin D. Roosevelt (1872-1946),"n. 石头, 宝石, 果核, 纪念碑, 结石\nvt. 投扔石子, 铺石头\na. 石的, 石制的, 完全的",,4,1,zk gk cet4 cet6 ky ielts,888,1220,s:stones/d:stoned/p:stoned/i:stoning/3:stones,,
stony,'stәuni,s abounding in rocks or stones\ns showing unfeeling resistance to tender feelings\ns hard as granite,"a. 多石的, 无情的",,1,,cet4 cet6 toefl,11697,11616,r:stonier,,
stook,stuk,"n. A small collection of sheaves set up in the field; a shock;\n   in England, twelve sheaves.\nv. t. To set up, as sheaves of grain, in stooks.",n. 稻堆\nvt. 堆起来\nvi. 堆禾束,,,,,45119,0,s:stooks/p:stook/0:stook/1:p/d:stooked/i:stooking,,
stool,stu:l,"n. a simple seat without a back or arms\nn. (forestry) the stump of a tree that has been felled or headed for the production of saplings\nv. lure with a stool, as of wild fowl\nv. react to a decoy, of wildfowl","n. 凳子, 大便, 粪便, 厕所\nvi. 长新枝\nvt. 引诱, 诱捕",,1,,cet4 cet6 ky,5459,5989,s:stools/i:stooling/p:stooled/3:stools/d:stooled,,
stoop,stu:p,"n. an inclination of the top half of the body forward and downward\nn. small porch or set of steps at the front entrance of a house\nv. descend swiftly, as if on prey\nv. sag, bend, bend over or down","n. 佝偻, 屈从, 弯腰\nvi. 弯下, 屈从, 弯腰, 堕落\nvt. 使屈从, 使弯曲",,1,,cet4 cet6 ky ielts gre,8992,10380,p:stooped/i:stooping/3:stoops/d:stooped/s:stoops,,
store,stɒ:,n. a supply of something available for future use\nv. keep or lay aside for future use\nv. find a place for and put away for storage,"n. 商店, 贮藏, 仓库, 备用品, 存储器\nvt. 储存, 贮藏, 供给\nvi. 贮藏\na. 贮藏的, 现成的\n[计] 存储器操作; 存储",,4,1,zk gk ielts,1583,700,s:stores/d:stored/p:stored/i:storing/3:stores,,
stork,stɒ:k,n. large mostly Old World wading birds typically having white-and-black plumage,n. 鹳,,,,,25271,20487,s:storks,,
storm,stɒ:m,n. a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightning\nn. a violent commotion or disturbance\nn. a direct and violent assault on a stronghold\nv. take by force,"n. 暴风雨, 骚动, 风波, 风暴, 猛攻\nvi. 起风, 猛冲, 怒吼\nvt. 猛攻",,3,1,zk gk cet4 cet6 ky toefl,2871,1656,s:storms/p:stormed/i:storming/d:stormed/3:storms,,
Storr,,,n. (Storr)人名；(德)施托尔,,,,,29160,0,,,
story,'stɒ:ri,n. a piece of fiction that narrates a chain of related events,"n. 故事, 小说, 传奇, 描述, 阅历, 经历, 层",,5,1,zk gk ielts,542,233,s:stories,,
Stott,stɔt,,n. 斯托得（姓氏）,,,,,24720,0,,,
stoup,stu:p,n. an archaic drinking vessel\nn. basin for holy water,"n. 大酒杯, 酒壶",,,,,40722,0,s:stoups,,
stour,stuә,n. A battle or tumult; encounter; combat; disturbance; passion.\na. Tall; strong; stern.,"a. 强壮的, 严厉的, 苛刻的\nn. (英)(非正式)吵闹, 骚乱, 粉末, 灰尘",,,,,17785,0,,,
stout,staut,n. a strong very dark heavy-bodied ale made from pale malt and roasted unmalted barley and (often) caramel malt with hops\nn. a garment size for a large or heavy person,a. 结实的；矮胖的；勇敢的；激烈的\nn. 矮胖子；烈性啤酒,,1,,gk cet6 toefl gre,9786,13326,r:stouter/t:stoutest/s:stouts,,
stove,stәuv,n. a kitchen appliance used for cooking food\nn. any heating apparatus,"n. 火炉, 窑\nvt. 用火炉烤\nstave的过去式和过去分词",,1,1,gk cet4 cet6 ky toefl,6609,4388,s:stoves/d:stoved/p:stoved/0:stove/1:p,,
Stowe,stəu,n. United States writer of a novel about slavery that advanced the abolitionists' cause (1811-1896),"n. 斯陀园（英国的园林名字）；斯托（地名, 滑雪胜地）；史杜威（姓氏）",,,,,23099,0,,,
strap,stræp,n. an elongated leather strip (or a strip of similar material) for binding things together or holding something in position\nn. hanger consisting of a loop of leather suspended from the ceiling of a bus or train; passengers hold onto it\nn. a band that goes over the shoulder and supports a garment or bag\nn. whip consisting of a strip of leather used in flogging,"n. 带, 皮带\nvt. (用皮带)捆扎",,2,,cet4 cet6 ky toefl ielts,6536,5909,s:straps/d:strapped/p:strapped/i:strapping/3:straps,,
Strat,,,n. (Strat)人名；(法)斯特拉；(罗、塞)斯特拉特\nabbr. strategic 战略的； strategist 战略家； strategy 战略,,,,,18301,0,s:strats,,
straw,strɒ:,n. plant fiber used e.g. for making baskets and hats or as fodder\nn. a thin paper or plastic tube used to suck liquids into the mouth\nv. cover or provide with or as if with straw\ns. of a pale yellow color like straw; straw-colored,"n. 稻草, 麦管, 吸管, 一文不值的东西, 草帽\na. 稻草的, 稻草色的, 琐碎的, 无价值的",,2,,gk cet4 cet6 ky,4301,4730,s:straws/i:strawing/p:strawed/3:straws/d:strawed,,
stray,strei,n. an animal that has strayed (especially a domestic animal)\nv. wander from a direct course or at random\ns. (of an animal) having no home or having wandered away from home,"n. 走失的家畜, 浪子\na. 迷途的, 偶然的\nvi. 迷路, 彷徨, 流浪",,2,,cet6 toefl gre,9489,9258,p:strayed/d:strayed/i:straying/s:strays/3:strays,,
strep,strep,n spherical Gram-positive bacteria occurring in pairs or chains; cause e.g. scarlet fever and tonsillitis\na of or relating to or caused by streptococci,a. 链球菌的,,,,,0,26566,,,
strew,stru:,"v. spread by scattering (""straw"" is archaic)\nv. cover; be dispersed over","vt. 散播, 撒满",,,,gre,11328,9997,d:strewn/i:strewing/p:strew/0:strew/1:p/3:strews/s:strews,,
strip,strip,n. a relatively long narrow piece of something\nn. artifact consisting of a narrow flat piece of material\nn. thin piece of wood or metal\nn. a form of erotic entertainment in which a dancer gradually undresses to music,"n. 长条, 条状, 带, 脱衣舞\nvt. 脱衣, 被剥去, 剥夺, 拆卸\nvi. 脱衣服",,3,1,cet4 cet6 ky toefl ielts gre,3090,2754,s:strips/d:stripped/i:stripping/p:stripped/3:strips,,
strop,strɒp,n. a leather strap used to sharpen razors\nv. sharpen on a strop,"n. 磨剃刀皮带, 滑索\nvt. 磨",,,,,43836,37338,s:strops/p:stropped/i:stropping/3:strops/d:stropped,,
strum,strʌm,n. sound of strumming\nv. sound the strings of (a string instrument),"n. 弹拨(声)\nv. 漫不经心地弹, 漫不经心地奏",,1,,,25415,18144,i:strumming/p:strummed/3:strums/d:strummed/s:strums,,
strut,strʌt,n. a proud stiff pompous gait\nn. brace consisting of a bar or rod used to resist longitudinal compression,"n. 高视阔步, 支柱, 压杆\nvi. 趾高气扬地走, 肿胀\nvt. 用支柱支撑, 炫耀",,1,,gre,14938,11486,s:struts/p:strutted/i:strutting/3:struts/d:strutted,,
stuck,stʌk,a. caught or fixed\ns. baffled,stick的过去式和过去分词,,2,,,4727,9492,0:stick/1:pd/d:stuck/p:stuck,,
study,'stʌdi,n. applying the mind to learning and understanding a subject (especially by reading)\nn. a state of deep mental absorption\nn. a room used for reading and writing and studying\nn. someone who memorizes quickly and easily (as the lines for a part in a play),"n. 学习, 研究, 学科, 论文, 求学, 书房, 试作\nvt. 学习, 读书, 研究, 考虑, 计划\nvi. 学习, 思索",,5,1,zk gk ielts,270,240,s:studies/i:studying/d:studied/p:studied/3:studies,,
stuff,stʌf,n. miscellaneous unspecified objects\nn. informal terms for personal possessions\nn. senseless talk\nn. unspecified qualities required to do or be something,"n. 原料, 要素, 东西, 材料, 素质, 织品, 废物, 废话\nvt. 装填\nvi. 狼吞虎咽",,4,1,cet4 cet6 ky ielts,1375,996,d:stuffed/p:stuffed/i:stuffing/s:stuffs/3:stuffs,,
stump,stʌmp,n. the base part of a tree that remains standing after the tree has been felled\nn. the part of a limb or tooth that remains after the rest is removed\nn. (cricket) any of three upright wooden posts that form the wicket\nv. cause to be perplexed or confounded,"n. 残株, 树桩, 烟蒂, 讲演台\nvt. 砍断, 挑战, 难住\nvi. 蹒跚而走",,2,,,8806,7320,s:stumps/d:stumped/p:stumped/i:stumping/3:stumps,,
stunk,stʌŋk,v be extremely bad in quality or in one's performance\nv smell badly and offensively,stink的过去式和过去分词,,,,,49044,0,d:stunk/0:stunk/1:dp/p:stunk,,
stunt,stʌnt,n. a difficult or unusual or dangerous feat; usually done to gain attention\nn. a creature (especially a whale) that has been prevented from attaining full growth\nv. check the growth or development of\nv. perform a stunt or stunts,"n. 特技, 绝技, 花招, 噱头, 手腕, 发育不良\nvt. 阻碍成长\nvi. 表演特技",,1,,toefl gre,11964,9106,s:stunts/d:stunted/i:stunting/p:stunted/3:stunts,,
stupa,'stu:pә,n. a dome-shaped shrine erected by Buddhists,n. 佛塔,,,,,0,38218,,,
